d,beta,re_prior,experiment,exp_type,mse_X,sigma_b0_spatial_est,n_epoch,time,total_loss_tr,recon_loss_tr,kl_loss_tr,re_kl_loss_tr,total_loss_te,recon_loss_te,kl_loss_te,re_kl_loss_te
1,0.01,0.1,0,lmmvae,0.011702553,0.000184451,200,146.4362924,0.398334593,0.359701425,3.404920816,0.458404511,0.400717109,0.362187713,3.395677328,0.457239449
1,0.01,0.1,0,pca-ignore,0.017171242,,,0.350686312,44.79644274,,,,44.82677936,,,
1,0.01,0.1,0,pca-ohe,0.017167138,,,34.19219708,4324.449957,,,,4604.26546,,,
1,0.01,0.1,0,vae-ignore,0.024265615,,200,66.46372199,2.465034246,2.381312132,8.372014999,,2.545354366,2.461560965,8.379245758,
1,0.01,0.1,0,vae-em,0.023831037,,200,87.20002317,4.206976891,4.127828598,7.914779186,,4.593543053,4.514178753,7.936339378,
1,0.01,0.1,1,lmmvae,0.012763364,3.95E-05,200,146.2032609,0.423857898,0.385958612,3.354005098,0.435962766,0.433515131,0.395538539,3.358753204,0.438905716
1,0.01,0.1,1,pca-ignore,0.017608008,,,0.394194603,44.80294783,,,,44.89387896,,,
1,0.01,0.1,1,pca-ohe,0.017596121,,,33.804636,4348.576585,,,,4606.707929,,,
1,0.01,0.1,1,vae-ignore,0.026652009,,200,67.0593698,2.449156761,2.382216692,6.693993092,,2.531939983,2.465121984,6.681788445,
1,0.01,0.1,1,vae-em,0.024997228,,200,84.14072299,4.177687168,4.093667984,8.401900291,,4.681228638,4.597279549,8.394889832,
1,0.01,0.1,2,lmmvae,0.011689086,6.12E-05,200,145.7016234,0.395436883,0.356756568,3.320343971,0.547728002,0.401409686,0.36271131,3.325285673,0.544577241
1,0.01,0.1,2,pca-ignore,0.017503937,,,0.377223969,44.7971733,,,,44.94094691,,,
1,0.01,0.1,2,pca-ohe,0.017494259,,,34.29622483,4335.802186,,,,4515.70821,,,
1,0.01,0.1,2,vae-ignore,0.02507644,,200,66.56272769,2.695360661,2.620776415,7.458648205,,2.694063902,2.619749546,7.431455135,
1,0.01,0.1,2,vae-em,0.024619343,,200,83.28240085,2.78258729,2.684096336,9.848972321,,3.065436125,2.967965603,9.747020721,
1,0.01,0.1,3,lmmvae,0.011329818,0.000284702,200,145.3236046,0.388356358,0.350762397,3.352046251,0.407373458,0.389006913,0.35138762,3.35213685,0.40980494
1,0.01,0.1,3,pca-ignore,0.017235835,,,0.309144974,44.79421453,,,,44.81828739,,,
1,0.01,0.1,3,pca-ohe,0.017225236,,,34.48168278,4332.961784,,,,4573.49376,,,
1,0.01,0.1,3,vae-ignore,0.024399605,,200,66.03142023,2.620755196,2.554721594,6.603466511,,2.560299397,2.494171619,6.612730026,
1,0.01,0.1,3,vae-em,0.024988554,,200,82.49024963,7.461612225,7.391999722,6.961554527,,7.985294342,7.915710926,6.958257198,
1,0.01,0.1,4,lmmvae,0.011605811,5.59E-05,200,145.6457329,0.402602911,0.363437414,3.462799549,0.453681976,0.397962332,0.358908951,3.455076218,0.450242966
1,0.01,0.1,4,pca-ignore,0.017250147,,,0.395837545,44.78622971,,,,44.54967562,,,
1,0.01,0.1,4,pca-ohe,0.017246462,,,35.56959176,4337.212143,,,,4633.350414,,,
1,0.01,0.1,4,vae-ignore,0.024130867,,200,67.32051158,2.32835722,2.255753994,7.26039505,,2.296133995,2.223590374,7.254406929,
1,0.01,0.1,4,vae-em,0.02415865,,200,84.62116599,4.064210415,3.977553129,8.665785789,,4.011714935,3.925349951,8.63654995,
2,0.01,0.1,0,lmmvae,0.005622137,5.22E-05,200,148.8842165,0.223567486,0.172259033,4.897747993,0.233081967,0.226895422,0.175833255,4.870699406,0.23552528
2,0.01,0.1,0,pca-ignore,0.015249181,,,0.390419722,43.96447385,,,,44.02379201,,,
2,0.01,0.1,0,pca-ohe,0.014965177,,,35.55208302,4323.623294,,,,4603.752121,,,
2,0.01,0.1,0,vae-ignore,0.015651997,,200,69.32056141,0.62470448,0.537880421,8.682436943,,0.632309735,0.545541286,8.676860809,
2,0.01,0.1,0,vae-em,0.015906661,,200,86.72975707,0.965954185,0.8717466,9.42076683,,1.014165401,0.919941127,9.422412872,
2,0.01,0.1,1,lmmvae,0.005955105,0.00010534,200,150.8265076,0.233221352,0.182337195,4.880981922,0.207420766,0.236808017,0.185756072,4.899519444,0.205673844
2,0.01,0.1,1,pca-ignore,0.015651417,,,0.416018248,43.96851432,,,,44.08204625,,,
2,0.01,0.1,1,pca-ohe,0.015370517,,,37.2308495,4347.747516,,,,4606.150321,,,
2,0.01,0.1,1,vae-ignore,0.017310952,,200,69.85977173,0.671149313,0.583959758,8.71898365,,0.69144839,0.60418582,8.726260185,
2,0.01,0.1,1,vae-em,0.015688851,,200,88.49664354,0.655655563,0.563714147,9.194169044,,0.68260181,0.590666473,9.193516731,
2,0.01,0.1,2,lmmvae,0.005385374,3.45E-05,200,148.4697871,0.217676535,0.166727886,4.919838905,0.175047845,0.219774559,0.168671548,4.938197136,0.172105804
2,0.01,0.1,2,pca-ignore,0.015556509,,,0.383159399,43.9658674,,,,44.10220985,,,
2,0.01,0.1,2,pca-ohe,0.015279764,,,34.60692644,4334.976041,,,,4515.057626,,,
2,0.01,0.1,2,vae-ignore,0.015471005,,200,68.16645861,0.63626647,0.546452522,8.981411934,,0.647722363,0.557952225,8.977036476,
2,0.01,0.1,2,vae-em,0.016710906,,200,84.69817138,0.745493174,0.654469132,9.102392197,,0.768900216,0.677786112,9.111400604,
2,0.01,0.1,3,lmmvae,0.006401616,8.51E-05,200,147.1544328,0.246463314,0.196294978,4.811039925,0.205773994,0.249699533,0.199659854,4.800631046,0.203340083
2,0.01,0.1,3,pca-ignore,0.015246806,,,0.392408848,43.97113073,,,,43.95673061,,,
2,0.01,0.1,3,pca-ohe,0.0149633,,,35.76968789,4332.142167,,,,4572.878437,,,
2,0.01,0.1,3,vae-ignore,0.016405649,,200,68.0742557,0.665397584,0.579166472,8.62298584,,0.659520447,0.57338351,8.613725662,
2,0.01,0.1,3,vae-em,0.015338051,,200,85.17424965,0.662259638,0.571809053,9.04500103,,0.65826869,0.56788069,9.038794518,
2,0.01,0.1,4,lmmvae,0.005630678,7.25E-05,200,147.2751679,0.225403517,0.174518973,4.914997578,0.173485443,0.226698458,0.175961018,4.900671005,0.173083737
2,0.01,0.1,4,pca-ignore,0.01532379,,,0.373482227,43.95960388,,,,43.72334545,,,
2,0.01,0.1,4,pca-ohe,0.015064755,,,35.21624064,4336.389542,,,,4632.847455,,,
2,0.01,0.1,4,vae-ignore,0.015470463,,200,68.35707927,0.627658904,0.541436255,8.622228622,,0.632308185,0.546139956,8.616796494,
2,0.01,0.1,4,vae-em,0.01687712,,200,85.13255167,1.709577084,1.615337253,9.424010277,,1.515054822,1.420823812,9.423130989,
5,0.01,0.1,0,lmmvae,0.00301398,1.82E-05,200,147.1868055,0.160759389,0.093081653,6.718685627,0.049093962,0.162990198,0.095608637,6.688076496,0.050072614
5,0.01,0.1,0,pca-ignore,0.010515618,,,0.410280704,41.89077656,,,,41.88605296,,,
5,0.01,0.1,0,pca-ohe,0.010810554,,,34.06304383,4322.251181,,,,4602.951924,,,
5,0.01,0.1,0,vae-ignore,0.003189308,,200,68.85529804,0.253059328,0.111362554,14.16966629,,0.256129682,0.11460676,14.15230083,
5,0.01,0.1,0,vae-em,0.003245447,,200,85.23641944,0.254545331,0.11310567,14.14400578,,0.259847105,0.118693247,14.11537647,
5,0.01,0.1,1,lmmvae,0.002981265,1.15E-05,200,147.5683959,0.159535855,0.091310054,6.770717144,0.051872432,0.162534982,0.094097227,6.791737556,0.052045494
5,0.01,0.1,1,pca-ignore,0.010712475,,,0.388375282,41.89482888,,,,41.96124736,,,
5,0.01,0.1,1,pca-ohe,0.011058208,,,35.67804027,4346.370848,,,,4605.307469,,,
5,0.01,0.1,1,vae-ignore,0.003609694,,200,69.15370393,0.263065636,0.124289386,13.8776083,,0.265620977,0.12660265,13.90183544,
5,0.01,0.1,1,vae-em,0.003305479,,200,86.75763297,0.25308761,0.115173593,13.79141998,,0.257530332,0.119357534,13.81727791,
5,0.01,0.1,2,lmmvae,0.002678995,0.000151899,200,149.2112749,0.153953567,0.082567587,7.090363503,0.048238039,0.156825081,0.085112922,7.123138905,0.048078652
5,0.01,0.1,2,pca-ignore,0.010613869,,,0.44699192,41.89201802,,,,42.01966701,,,
5,0.01,0.1,2,pca-ohe,0.010943154,,,34.83842587,4333.597994,,,,4514.10463,,,
5,0.01,0.1,2,vae-ignore,0.003183446,,200,69.37676334,0.251180381,0.111266963,13.99135971,,0.254378617,0.114144772,14.0233736,
5,0.01,0.1,2,vae-em,0.003455287,,200,85.95849204,0.266413391,0.125773266,14.06400585,,0.271299452,0.13037014,14.09293079,
5,0.01,0.1,3,lmmvae,0.003024438,1.66E-05,200,150.2897744,0.160859361,0.094074011,6.626338959,0.052230768,0.162840098,0.096012592,6.630412579,0.05233724
5,0.01,0.1,3,pca-ignore,0.010374515,,,0.375275612,41.89054405,,,,41.94545864,,,
5,0.01,0.1,3,pca-ohe,0.010717485,,,35.42346931,4330.760543,,,,4572.095877,,,
5,0.01,0.1,3,vae-ignore,0.003360806,,200,69.28452444,0.267834216,0.123660803,14.41737175,,0.270223528,0.126185298,14.40382004,
5,0.01,0.1,3,vae-em,0.003191017,,200,85.64494753,0.257360518,0.114863522,14.24965286,,0.26051268,0.118283227,14.2229557,
5,0.01,0.1,4,lmmvae,0.003588292,0.000177678,200,149.0577376,0.178910106,0.11137566,6.663319588,0.090140134,0.180313423,0.113041677,6.636978149,0.090208307
5,0.01,0.1,4,pca-ignore,0.01043217,,,0.444856882,41.88077053,,,,41.72007814,,,
5,0.01,0.1,4,pca-ohe,0.010794674,,,35.28561401,4335.009844,,,,4632.187106,,,
5,0.01,0.1,4,vae-ignore,0.00334704,,200,69.81950426,0.264215469,0.125235915,13.8979187,,0.264623165,0.125839859,13.8783474,
5,0.01,0.1,4,vae-em,0.003298026,,200,88.2780757,0.272977501,0.127919391,14.5058279,,0.27463153,0.12984328,14.47883034,
1,0.001,0.1,0,svgpvae_16_2,0.023163754,,199,299.0238934,,,,,,,,
1,0.001,0.1,1,svgpvae_16_2,0.02435443,,199,291.8949718,,,,,,,,
1,0.001,0.1,2,svgpvae_16_2,0.024100497,,199,294.4108489,,,,,,,,
1,0.001,0.1,3,svgpvae_16_2,0.023852657,,199,294.359287,,,,,,,,
1,0.001,0.1,4,svgpvae_16_2,0.023465741,,199,294.6202099,,,,,,,,
2,0.001,0.1,0,svgpvae_16_2,0.022266201,,199,516.8182669,,,,,,,,
2,0.001,0.1,1,svgpvae_16_2,0.022632751,,199,517.710557,,,,,,,,
2,0.001,0.1,2,svgpvae_16_2,0.022031579,,199,518.127893,,,,,,,,
2,0.001,0.1,3,svgpvae_16_2,0.022392895,,199,517.2807384,,,,,,,,
2,0.001,0.1,4,svgpvae_16_2,0.023070224,,199,518.8263633,,,,,,,,
5,0.001,0.1,0,svgpvae_16_2,0.02223454,,199,1195.52087,,,,,,,,
5,0.001,0.1,1,svgpvae_16_2,0.023021108,,199,1197.018608,,,,,,,,
5,0.001,0.1,2,svgpvae_16_2,0.029740057,,199,1192.42465,,,,,,,,
5,0.001,0.1,3,svgpvae_16_2,0.029175145,,199,1193.361249,,,,,,,,
5,0.001,0.1,4,svgpvae_16_2,0.026642479,,199,1195.614963,,,,,,,,
1,0.001,0.1,0,vae-ohe,0.024924967,,200,245.3748295,,,,,,,,
1,0.001,0.1,1,vae-ohe,0.025560464,,200,247.7865031,,,,,,,,
1,0.001,0.1,2,vae-ohe,0.025110539,,200,245.6332562,,,,,,,,
1,0.001,0.1,3,vae-ohe,0.025053724,,200,245.1602092,,,,,,,,
1,0.001,0.1,4,vae-ohe,0.024753989,,200,245.5173564,,,,,,,,
2,0.001,0.1,0,vae-ohe,0.024204213,,200,246.130168,,,,,,,,
2,0.001,0.1,1,vae-ohe,0.025176783,,200,246.9853857,,,,,,,,
2,0.001,0.1,2,vae-ohe,0.024881666,,200,246.9680083,,,,,,,,
2,0.001,0.1,3,vae-ohe,0.024557667,,200,246.4977171,,,,,,,,
2,0.001,0.1,4,vae-ohe,0.024292255,,200,246.4625039,,,,,,,,
5,0.001,0.1,0,vae-ohe,0.024250344,,200,246.2564733,,,,,,,,
5,0.001,0.1,1,vae-ohe,0.025790266,,200,246.3577576,,,,,,,,
5,0.001,0.1,2,vae-ohe,0.02488785,,200,246.3519948,,,,,,,,
5,0.001,0.1,3,vae-ohe,0.024684055,,200,246.566067,,,,,,,,
5,0.001,0.1,4,vae-ohe,0.024667511,,200,245.1805999,,,,,,,,
